id;commentaires;premiere_diffusion_episode;numero_episode;resume_episode;note;duree;numero_saison;titre_episode;votes;titre_serie;annee_premiere_diffusion_serie;resume_serie;premiere_diffusion_serie;pays;status_serie;genres_serie
2244933;2;2016-07-22 07:00:00;8;BoJack is up for a part in David Pincher's latest film. Diane meets Mr. Peanutbutter's brother,  and Todd takes the business in a new direction.;7.76308;25;3;Old Acquaintance;688;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2244938;5;2016-07-22 07:00:00;9;BoJack meets Princess Carolyn at Elefante, leading to a night of soul-searching as they help the staff impress a food critic.;7.91117;25;3;Best Thing That Ever Happened;698;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2244939;1;2016-07-22 07:00:00;10;Mr. Peanutbutter announces the Oscar nominees. BoJack surrounds himself with admirers, but his real friendships are falling apart.;8.0766;25;3;It's You;705;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2244943;2;2016-07-22 07:00:00;11;On a drug-fueled bender, BoJack and Sarah Lynn crash an AA meeting, and BoJack decides to make amends to the people he hurt.;8.57025;25;3;That's Too Much, Man!;726;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2244944;4;2016-07-22 07:00:00;12;Mr. Peanutbutter saves the day. Todd gets exciting news. BoJack, Diane and Princess Carolyn pursue new opportunities.;8.42795;25;3;That Went Well;694;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2294876;3;2017-09-08 07:00:00;1;Mr. Peanutbutter's campaign to recall the governor of California culminates in a high-stakes ski race. Meanwhile, BoJack is nowhere to be found.;7.6062;25;4;See Mr. Peanutbutter Run;645;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718082;7;2017-09-08 07:00:00;2;BoJack goes off the grid and winds up at his grandparents' dilapidated home in Michigan, where he befriends a dragonfly haunted by the past.;8.1876;25;4;The Old Sugarman Place;629;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718083;4;2017-09-08 07:00:00;3;Helpful to a fault, Todd is spread thin doing favors for Princess Carolyn, Mr. Peanutbutter and a visitor with a potential connection to BoJack.;8.08046;25;4;Hooray! Todd Episode!;609;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718084;1;2017-09-08 07:00:00;4;The campaign takes a toll on Diane's love life. BoJack helps Hollyhock search for her mom. Princess Carolyn tries to get pregnant.;7.69948;25;4;Commence Fracking;579;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718085;3;2017-09-08 07:00:00;5;A mass shooting at a mall creates a PR nightmare for Princess Carolyn. BoJack takes Hollyhock to visit his estranged mother.;7.95197;25;4;Thoughts and Prayers;583;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718086;5;2017-09-08 07:00:00;6;Surrounded by family, BoJack spirals into self-loathing. Princess Carolyn and Rutabaga Rabitowitz plan Courtney and Todd's sham wedding.;8.35056;25;4;Stupid Piece of Sh*t;619;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718087;5;2017-09-08 07:00:00;7;Mr. Peanutbutter's posh campaign fundraiser takes a terrifying turn. As chaos swirls around them, BoJack and Diane get drunk.;7.81865;25;4;Underground;579;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718095;2;2017-09-08 07:00:00;8;Hollyhock starts dating an intern on BoJack's new show. Princess Carolyn meets Ralph's parents. Mr. Peanutbutter throws his support behind Woodchuck.;7.65399;25;4;The Judge;526;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718096;5;2017-09-08 07:00:00;9;On one awful day, Princess Carolyn deals with rejection, deception and loss. BoJack and Diane try to track down Hollyhock's birth certificate.;8.24185;25;4;Ruthie;583;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718102;1;2017-09-08 07:00:00;10;Diane leaks damaging information on Jessica Biel, Todd's clown dentist business hits a snag, and Princess Carolyn finds hope in an unlikely place.;8.03825;25;4;lovin that cali lifestyle!!;549;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718103;8;2017-09-08 07:00:00;11;In 1963, young socialite Beatrice Sugarman meets the rebellious Butterscotch Horseman at her debutante party.;8.9;25;4;Time's Arrow;660;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2718112;3;2017-09-08 07:00:00;12;"Princess Carolyn pitches ""Philbert"" to company execs. Todd gets a better business idea. BoJack comes to a realization about Hollyhock.";8.54124;25;4;What Time Is It Right Now;582;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3063304;4;2018-09-14 07:00:00;1;BoJack has misgivings about his new show. Princess Carolyn visits an adoption agency. Todd interviews for a job at WhatTimeIsItRightNow.com.;7.75765;25;5;The Light Bulb Scene;392;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150599;4;2018-09-14 07:00:00;2;Diane divorces Mr. Peanutbutter and moves into a shabby studio. Feeling melancholy, she travels to Vietnam to get away from it all.;8.30133;25;5;The Dog Days Are Over;375;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150600;1;2018-09-14 07:00:00;3;Todd meets Yolanda's parents, who don't know she's asexual. Mr. Peanutbutter romances a young waitress. Gina confesses a childhood dream to BoJack.;7.66276;25;5;Planned Obsolescence;341;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150601;1;2018-09-14 07:00:00;4;"When Princess Carolyn casts a disgraced celeb in ""Philbert,"" BoJack inadvertently takes a stand. Mr. Peanutbutter tries to toughen up his image.    ";7.96254;25;5;BoJack the Feminist;347;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150602;3;2018-09-14 07:00:00;5;"Painful memories come rushing back when Princess Carolyn visits her hometown and meets a pregnant teen. A stunt goes awry on the ""Philbert"" set.";7.76068;25;5;The Amelia Earhart Story;351;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150603;14;2018-09-14 07:00:00;6;BoJack delivers a eulogy at a funeral.;8.75169;25;5;Free Churro;443;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150604;5;2018-09-14 07:00:00;7;Diane's therapist encourages her to set boundaries with BoJack. A missing string cheese ignites a dispute between Todd and Princess Carolyn.;8.19941;25;5;INT. SUB;341;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150605;3;2018-09-14 07:00:00;8;At BoJack's 25th annual Halloween party, Pickles gets a crash course in Mr. Peanutbutter's romantic history -- and some advice from Diane.;7.89157;25;5;Mr. Peanutbutter's Boos;332;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150606;1;2018-09-14 07:00:00;9;A visiting Hollyhock dumps BoJack's painkillers, sending him on a desperate search for more. Todd tries to solve Emily's dating dilemma.;7.92212;25;5;Ancient History;321;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150607;2;2018-09-14 07:00:00;10;"At the ""Philbert"" premiere party, Princess Carolyn deftly negotiates a deal, Gina steps into the limelight, and Diane confronts BoJack.";8.26837;25;5;Head in the Clouds;313;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150608;3;2018-09-14 07:00:00;11;"""Philbert"" is a hit, and filming begins on Season 2. But as BoJack spirals deeper into addiction, he loses his grip on reality.";8.71557;25;5;The Showstopper;334;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
3150609;2;2018-09-14 07:00:00;12;In the midst of the latest PR crisis, Princess Carolyn gets a life-changing opportunity. With Diane's help, BoJack finally faces the music.;8.46278;25;5;The Stopped Show;309;BoJack Horseman;2014;A humanoid horse, BoJack Horseman -- lost in a sea of self-loathing and booze -- decides it's time for a comeback.;2014-08-22 00:00:00;us;returning series;['animation', 'comedy', 'drama']
2617757;0;2017-08-11 16:00:00;1;Interested in having a girlfriend, Sam researches dating advice and puts it to the test. Meanwhile, his overprotective mom Elsa must learn to let go.;7.77803;30;1;Antarctica;874;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617758;0;2017-08-11 16:00:00;2;When Sam learns his crush is already taken, dad Doug helps him woo her. A lost credit card sends Elsa back to the bar. Casey hears rumors about Evan.;7.59198;30;1;A Human Female;723;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617759;0;2017-08-11 16:00:00;3;Sam decides to update his look. Casey learns a family secret. Feeling like her family no longer needs her, Elsa seeks attention elsewhere.;7.69044;30;1;Julia Says;659;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617760;0;2017-08-11 16:00:00;4;When a classmate shows interest in him, Sam makes a list of pros and cons to see whether she's girlfriend material. Casey gets a prestigious offer.;7.90717;30;1;A Nice Neutral Smell;614;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617761;2;2017-08-11 16:00:00;5;Sam becomes rattled after Paige invades his bedroom. Casey visits Clayton Prep and gets a taste of what life away from her brother would be like.;7.79066;30;1;That’s My Sweatshirt;621;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617762;0;2017-08-11 16:00:00;6;Paige proposes having an autism-friendly school dance to the PTA. Sam makes preparations for losing his virginity. Doug and Julia help each other.;7.78852;30;1;The D-Train to Bone Town;610;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617763;0;2017-08-11 16:00:00;7;When Paige makes a confession to Sam, he creates a checklist to figure how he feels. Things with Nick suddenly get too real for Elsa.;7.88679;30;1;I Lost My Poor Meatball;583;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2617764;4;2017-08-11 16:00:00;8;After a disastrous dinner with Paige's family, Sam makes amends at the school dance. Casey's fury at her mom affects her relationship with Evan.;8.35284;30;1;The Silencing Properties of Snow;598;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860220;0;2018-09-07 16:00:00;1;Sam's frustration at being unable to find a therapist and Casey's anxiety about going to a new school spark a blowup between the two.;7.71661;30;2;Juiced!;307;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860240;1;2018-09-07 16:00:00;2;"Casey feels less than welcome at Clayton. Sam asks Paige to spell out the rules of their ""casual relationship,"" while Doug sets boundaries with Elsa.";7.85932;30;2;Penguin Cam and Chill;263;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860250;0;2018-09-07 16:00:00;3;A peer group meeting leads Sam to an important decision. Detention with Izzie shows Casey they have more in common than she thought.;7.72619;30;2;Little Dude and the Lion;252;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860262;2;2018-09-07 16:00:00;4;Zahid teaches Sam to lie, while Elsa practices being honest. Evan helps Casey get over an embarrassment. A doctor visit forces Julia out of denial.;7.90164;30;2;Pants on Fire;244;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860272;0;2018-09-07 16:00:00;5;In peer group, Sam realizes he needs to manage his own money. Doug gets advice from Megan on dealing with Elsa. Evan meets Casey's new friends.;7.676;30;2;The Egg Is Pipping;250;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860279;1;2018-09-07 16:00:00;6;To prepare for college life, Sam sleeps over at Zahid's. Sam's $700 loss reunites Doug and Elsa with Arlo's parents, former friends of theirs.;7.92917;30;2;In the Dragon's Lair;240;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860280;0;2018-09-07 16:00:00;7;Casey tells Izzie what Nate did. Sam tries to figure out which colleges to apply to. Doug discovers a need to educate first responders about autism.;7.73984;30;2;The Smudging;246;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860283;0;2018-09-07 16:00:00;8;Sam loses his portfolio for his art school application and panics. Megan gets flirty with Doug, who makes a decision about Elsa. Julia calls Miles.;7.76596;30;2;Living at an Angle;235;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860284;3;2018-09-07 16:00:00;9;Ignoring Casey's wishes, Elsa throws her a big birthday party, while Sam insists on following a decade-old birthday ritual. The bartender haunts Doug.;8.1157;30;2;Ritual-licious;242;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2860285;7;2018-09-07 16:00:00;10;Cruel yearbook comments show Sam who's got his back, a favor he repays at graduation. Feelings for Izzie confuse Casey. Elsa asks Doug a key question.;8.6;30;2;Ernest Shackleton's Rules for Survival;265;Atypical;2017;Sam, an 18-year-old on the autism spectrum, decides it's time to find a girlfriend, a journey that sets Sam's mom on her own life-changing path as her son seeks more independence.;2017-08-10 23:00:00;us;returning series;['comedy', 'drama', 'romance']
2361975;22;2017-03-17 06:00:00;1;After being declared dead 15 years earlier, Danny Rand returns to New York but his welcome is a far cry from what he'd hoped for.;7.59856;56;1;Snow Gives Way;6656;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478635;13;2017-03-17 06:00:00;2;Danny struggles with his new surroundings, Colleen dishes out a harsh lesson and Joy sends an unconventional message.;7.76476;60;1;Shadow Hawk Takes Flight;6045;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478636;8;2017-03-17 06:00:00;3;Joy proves herself a shrewd businessperson, Danny recalls a painful memory and Colleen puts her talents to good use.;7.73646;58;1;Rolling Thunder Cannon Punch;5798;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478637;6;2017-03-17 06:00:00;4;Danny makes a shocking discovery and a radical pricing proposal. Colleen's extracurricular activities go viral and Ward issues a stern warning.;7.79807;53;1;Eight Diagram Dragon Palm;5685;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478638;11;2017-03-17 06:00:00;5;An insidious new drug hits New York. Danny recruits Colleen for the fight and Claire shows that credit cards can have many uses.;7.684;55;1;Under Leaf Pluck Lotus;5405;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478639;10;2017-03-17 06:00:00;6;Danny receives an invitation like no other. Colleen and Claire face a difficult choice. A worried Joy confronts her brother.;7.68366;52;1;Immortal Emerges from Cave;5238;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478640;11;2017-03-17 06:00:00;7;Ward's loyalty is tested. Danny discovers a rogue division and the mysterious Bakuto visits Colleen's Dojo unannounced.;7.68716;57;1;Felling Tree with Roots;4977;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478641;11;2017-03-17 06:00:00;8;Danny faces his fear and Colleen meets her match. Joy makes a hasty decision while Ward struggles to accept his sister's love.;7.63602;54;1;The Blessing of Many Fractures;4775;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478642;5;2017-03-17 06:00:00;9;Madame Gao plays mind games. Ward's old habits catch up with him and Danny discovers that he still has much to learn about being the Iron Fist.;7.67183;54;1;The Mistress of All Agonies;4522;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478643;8;2017-03-17 06:00:00;10;Exhausted from fighting, Danny tries to recharge with Bakuto's help. Meanwhile Rand's management gets another shakeup.;7.65103;55;1;Black Tiger Steals Heart;4350;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478644;4;2017-03-17 06:00:00;11;Claire uses her improvisational skills and Colleen gets conflicting information. Danny yearns to be more than just a destroyer.;7.55262;51;1;Lead Horse Back to Stable;4352;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478645;6;2017-03-17 06:00:00;12;Ward receives an offer with strings attached. Davos advocates for an extreme solution and a deadly duel gets personal.;7.65566;49;1;Bar the Big Boss;4208;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
2478646;17;2017-03-17 06:00:00;13;In a desperate search to clear his name, Danny learns a terrible truth that places him on a new path.;7.57752;52;1;Dragon Plays with Fire;4128;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3089338;9;2018-09-07 06:00:00;1;While rival gangs battle for the soul of New York, Danny and Colleen cross paths with an old acquaintance. Joy embarks on a new adventure.;7.31447;55;2;The Fury of Iron Fist;1078;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113795;8;2018-09-07 06:00:00;2;Danny and Colleen strive to broker a badly needed peace. Ward crashes his sister's auction, and Joy plays matchmaker -- with a twist.;7.36087;55;2;The City's Not for Burning;920;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113810;7;2018-09-07 06:00:00;3;In an effort to ease the tension between Ward and Joy, Danny and Colleen switch gears and host a dinner party. Mary delivers a warning.;7.46453;55;2;This Deadly Secret...;874;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113823;6;2018-09-07 06:00:00;4;Joy's interrogation of Mary takes a turn. Misty gives Danny an earful. Ward extends an olive branch. Davos makes a crucial discovery.;7.46136;55;2;Target: Iron Fist;841;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113845;9;2018-09-07 06:00:00;5;There's a new Iron Fist in town, and he's itching to make his presence felt. Meanwhile, Ward calls in a favor, and Joy considers her options.;7.53457;55;2;Heart of the Dragon;810;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
3113861;7;2018-09-07 06:00:00;6;Misty and Colleen's trip to the tattoo parlor turns painful -- but not for them. As Davos crosses names off his list, Mary makes Danny an offer.;7.56962;55;2;The Dragon Dies at Dawn;790;Marvel's Iron Fist;2017;Returning to New York City after being missing for years, Daniel Rand fights against the criminal element corrupting New York City with his incredible kung-fu mastery and ability to summon the awesome power of the fiery Iron Fist.;2017-03-17 06:00:00;us;canceled;['fantasy', 'drama', 'science-fiction', 'action', 'adventure', 'crime', 'superhero']
